Itmcd,district,rate
ST1-127,MONARAGALA DISTRICT,23665.75
ST1-128,MONARAGALA DISTRICT,17531.9
ST1-129,MONARAGALA DISTRICT,12589.4
ST1-130,MONARAGALA DISTRICT,9631.2
ST1-131,MONARAGALA DISTRICT,13803.2
ST1-132,MONARAGALA DISTRICT,143.5
ST1-133,MONARAGALA DISTRICT,7205.25
ST1-134,MONARAGALA DISTRICT,59.3
ST1-135,MONARAGALA DISTRICT,3458.6
ST1-136,MONARAGALA DISTRICT,10685.15
ST1-137,MONARAGALA DISTRICT,4672.25
ST1-138,MONARAGALA DISTRICT,14410.5
ST1-139,MONARAGALA DISTRICT,287
ST1-140,MONARAGALA DISTRICT,10375.75
ST1-141,MONARAGALA DISTRICT,191.35
ST1-142,MONARAGALA DISTRICT,7781.8
ST1-143,MONARAGALA DISTRICT,143.5
ST1-144,MONARAGALA DISTRICT,5187.9
ST1-145,MONARAGALA DISTRICT,95.65
ST1-146,MONARAGALA DISTRICT,5849.85
ST1-147,MONARAGALA DISTRICT,2816.65
ST1-148,MONARAGALA DISTRICT,1968.6
ST1-149,MONARAGALA DISTRICT,1118.9
ST1-150,MONARAGALA DISTRICT,779.4
ST1-151,MONARAGALA DISTRICT,6075.25
RF1-001,MONARAGALA DISTRICT,94.65
RF1-002,MONARAGALA DISTRICT,1015.1
RF1-003,MONARAGALA DISTRICT,418.9
RF1-004,MONARAGALA DISTRICT,288.3
RF1-005,MONARAGALA DISTRICT,9073.5
RF1-006,MONARAGALA DISTRICT,5975.15
RF1-007,MONARAGALA DISTRICT,2152.35
RF1-008,MONARAGALA DISTRICT,1239.65
RF1-009,MONARAGALA DISTRICT,3164.15
RF1-009A,MONARAGALA DISTRICT,4680.3
RF1-010,MONARAGALA DISTRICT,940.9
RF1-011,MONARAGALA DISTRICT,3203.05
RS1-001,MONARAGALA DISTRICT,2275.45
RS1-002,MONARAGALA DISTRICT,523
RS1-003,MONARAGALA DISTRICT,3349.15
RS1-004,MONARAGALA DISTRICT,561.3
RS1-005,MONARAGALA DISTRICT,79.3
RS1-006,MONARAGALA DISTRICT,95.2
RS1-007,MONARAGALA DISTRICT,119
RS1-008,MONARAGALA DISTRICT,158.65
RS1-009,MONARAGALA DISTRICT,218.2
RS1-010,MONARAGALA DISTRICT,229.25
RS1-011,MONARAGALA DISTRICT,197.2
RS1-012,MONARAGALA DISTRICT,206.15
RS1-013,MONARAGALA DISTRICT,560.85
RS1-014,MONARAGALA DISTRICT,871.25
RS1-015,MONARAGALA DISTRICT,354.9
RS1-016,MONARAGALA DISTRICT,337.75
MS1-001,MONARAGALA DISTRICT,31323.45
MS1-002,MONARAGALA DISTRICT,450.4
MS1-003,MONARAGALA DISTRICT,522.65
MS1-004,MONARAGALA DISTRICT,403.3
MS1-005,MONARAGALA DISTRICT,3095.55
MS1-006,MONARAGALA DISTRICT,23413.5
MS1-007,MONARAGALA DISTRICT,1644.35
MS1-008,MONARAGALA DISTRICT,1726.05
MS1-009,MONARAGALA DISTRICT,80.3
MS1-010,MONARAGALA DISTRICT,2867.95
MS1-011,MONARAGALA DISTRICT,3013.7
MS1-012,MONARAGALA DISTRICT,2176
MS1-013,MONARAGALA DISTRICT,1558
MS1-014,MONARAGALA DISTRICT,1739.05
MS1-015,MONARAGALA DISTRICT,2570.7
MS1-016,MONARAGALA DISTRICT,2928.1
MS1-017,MONARAGALA DISTRICT,207.75
MS1-018,MONARAGALA DISTRICT,237.35
MS1-019,MONARAGALA DISTRICT,543.45
MS1-020,MONARAGALA DISTRICT,546.05
MS1-021,MONARAGALA DISTRICT,39.35
MS1-022,MONARAGALA DISTRICT,4.85
MS1-023,MONARAGALA DISTRICT,6.75
MS1-024,MONARAGALA DISTRICT,8.6
MS1-025,MONARAGALA DISTRICT,808.9
MS1-026,MONARAGALA DISTRICT,478.05
MS1-027,MONARAGALA DISTRICT,889.55
MS1-028,MONARAGALA DISTRICT,3431.9
MS1-029,MONARAGALA DISTRICT,1009
MS1-030,MONARAGALA DISTRICT,1441.4
MS1-031,MONARAGALA DISTRICT,366.25
MS1-032,MONARAGALA DISTRICT,2025
MS1-033,MONARAGALA DISTRICT,562.5
MS1-034,MONARAGALA DISTRICT,867.95
MS1-035,MONARAGALA DISTRICT,1275.4
MS1-036,MONARAGALA DISTRICT,1682.85
MS1-037,MONARAGALA DISTRICT,2090.35
MS1-038,MONARAGALA DISTRICT,5253
MS1-039,MONARAGALA DISTRICT,64.7
MS1-040,MONARAGALA DISTRICT,108.3
MS1-041,MONARAGALA DISTRICT,132.1
MS1-042,MONARAGALA DISTRICT,181.9
MS1-043,MONARAGALA DISTRICT,445.8
MS1-044,MONARAGALA DISTRICT,468.2
MS1-045,MONARAGALA DISTRICT,758.55
MS1-046,MONARAGALA DISTRICT,749.55
MS1-047,MONARAGALA DISTRICT,386.55
MS1-048,MONARAGALA DISTRICT,339.3
MS1-049,MONARAGALA DISTRICT,365.05
MS1-050,MONARAGALA DISTRICT,121.15
MS1-051,MONARAGALA DISTRICT,3669.05
MS1-052,MONARAGALA DISTRICT,4130.6
MS1-053,MONARAGALA DISTRICT,888.5
MS1-054,MONARAGALA DISTRICT,191.35
MS1-055,MONARAGALA DISTRICT,27.55
MS1-056,MONARAGALA DISTRICT,405
MS1-057,MONARAGALA DISTRICT,10011.8
MS1-058,MONARAGALA DISTRICT,9704.4
MS1-059,MONARAGALA DISTRICT,750.7
MS1-060,MONARAGALA DISTRICT,24022.95
MS1-061,MONARAGALA DISTRICT,678
MS1-062,MONARAGALA DISTRICT,7720.25
MS1-063,MONARAGALA DISTRICT,9637.4
MS1-064,MONARAGALA DISTRICT,11698.7
MS1-065,MONARAGALA DISTRICT,33880.85
MS1-066,MONARAGALA DISTRICT,1409.4
MS1-067,MONARAGALA DISTRICT,4708.6
MS1-068,MONARAGALA DISTRICT,6278.15
MS1-069,MONARAGALA DISTRICT,6396.6
MS1-070,MONARAGALA DISTRICT,9522.8
MS1-071,MONARAGALA DISTRICT,7.7
B0-001,TRINCOMALEE DISTRICT,3000
B0-002,TRINCOMALEE DISTRICT,2700
B0-003,TRINCOMALEE DISTRICT,2300
B0-004,TRINCOMALEE DISTRICT,2200
B0-101,TRINCOMALEE DISTRICT,100
B0-102,TRINCOMALEE DISTRICT,9409.73
B0-103,TRINCOMALEE DISTRICT,110
B0-104,TRINCOMALEE DISTRICT,4691.16
B0-105,TRINCOMALEE DISTRICT,17209.7
B0-106,TRINCOMALEE DISTRICT,2420.66
B0-107,TRINCOMALEE DISTRICT,4636.65
B0-108,TRINCOMALEE DISTRICT,4039.47
B0-109,TRINCOMALEE DISTRICT,9743.06
B0-110,TRINCOMALEE DISTRICT,39239.18
B0-111,TRINCOMALEE DISTRICT,21722.64
B0-112,TRINCOMALEE DISTRICT,7937.39
B0-113,TRINCOMALEE DISTRICT,32430.47
B0-114,TRINCOMALEE DISTRICT,49632.69
B0-115,TRINCOMALEE DISTRICT,37514.63
B0-116,TRINCOMALEE DISTRICT,39159.97
B0-116A,TRINCOMALEE DISTRICT,40370
B0-117,TRINCOMALEE DISTRICT,11507.41
B0-118,TRINCOMALEE DISTRICT,54.43
B0-118A,TRINCOMALEE DISTRICT,49.25
B0-119,TRINCOMALEE DISTRICT,55.63
B0-119A,TRINCOMALEE DISTRICT,55.96
B0-120,TRINCOMALEE DISTRICT,37.18
B0-120A,TRINCOMALEE DISTRICT,3.79
B0-120B,TRINCOMALEE DISTRICT,35.54
B0-121,TRINCOMALEE DISTRICT,49032.66
B0-121A,TRINCOMALEE DISTRICT,2908.02
B0-122,TRINCOMALEE DISTRICT,13318.68
B0-123,TRINCOMALEE DISTRICT,31657.17
B0-124,TRINCOMALEE DISTRICT,54550.93
B0-124A,TRINCOMALEE DISTRICT,44000.08
B0-125,TRINCOMALEE DISTRICT,137.11
B0-126,TRINCOMALEE DISTRICT,167.48
B0-127,TRINCOMALEE DISTRICT,198.34
B0-128,TRINCOMALEE DISTRICT,26315.21
B0-129,TRINCOMALEE DISTRICT,11994.63
B0-129A,TRINCOMALEE DISTRICT,11950.83
B0-130,TRINCOMALEE DISTRICT,240.84
B0-130A,TRINCOMALEE DISTRICT,82.05
B0-131,TRINCOMALEE DISTRICT,10823.72
B0-131A,TRINCOMALEE DISTRICT,10823.72
B0-131B,TRINCOMALEE DISTRICT,491.99
B0-132,TRINCOMALEE DISTRICT,2173.81
B0-133,TRINCOMALEE DISTRICT,2086.1
B0-133A,TRINCOMALEE DISTRICT,1128.79
B0-134,TRINCOMALEE DISTRICT,2788.62
B0-135,TRINCOMALEE DISTRICT,4127.71
B0-136,TRINCOMALEE DISTRICT,14165.02
B0-137,TRINCOMALEE DISTRICT,104.48
B0-138,TRINCOMALEE DISTRICT,1389.02
B0-139,TRINCOMALEE DISTRICT,1628.46
B0-140,TRINCOMALEE DISTRICT,2628.89
B0-141,TRINCOMALEE DISTRICT,6893.42
B0-142,TRINCOMALEE DISTRICT,21022.31
B0-143,TRINCOMALEE DISTRICT,2521.36
B0-144,TRINCOMALEE DISTRICT,12430.21
B0-145,TRINCOMALEE DISTRICT,19502.23
B0-146,TRINCOMALEE DISTRICT,12104.26
B0-146A,TRINCOMALEE DISTRICT,15930.35
B0-147,TRINCOMALEE DISTRICT,33724.61
B0-147A,TRINCOMALEE DISTRICT,19605.45
B0-148,TRINCOMALEE DISTRICT,266.81
B0-149,TRINCOMALEE DISTRICT,1918.3
B0-150,TRINCOMALEE DISTRICT,1918.3
B0-151,TRINCOMALEE DISTRICT,348.78
B0-151A,TRINCOMALEE DISTRICT,6945.41
B0-152,TRINCOMALEE DISTRICT,1918.3
B0-153,TRINCOMALEE DISTRICT,271.22
B0-154,TRINCOMALEE DISTRICT,8598.24
B0-155,TRINCOMALEE DISTRICT,12362.04
B0-156,TRINCOMALEE DISTRICT,7885.53
B0-157,TRINCOMALEE DISTRICT,679.05
B0-158,TRINCOMALEE DISTRICT,494.41
B0-159,TRINCOMALEE DISTRICT,6430.2
B0-160,TRINCOMALEE DISTRICT,3500
B0-161,TRINCOMALEE DISTRICT,7000
B0-162,TRINCOMALEE DISTRICT,3750
B0-201,TRINCOMALEE DISTRICT,742.05
B0-202,TRINCOMALEE DISTRICT,445.23
B0-301,TRINCOMALEE DISTRICT,1700
B0-302,TRINCOMALEE DISTRICT,2116.5
B0-303,TRINCOMALEE DISTRICT,2004.71
B0-304,TRINCOMALEE DISTRICT,2209.07
B0-305,TRINCOMALEE DISTRICT,2413.43
B0-308A,TRINCOMALEE DISTRICT,3000
B0-309,TRINCOMALEE DISTRICT,2335.69
B0-310,TRINCOMALEE DISTRICT,2544.17
B0-311,TRINCOMALEE DISTRICT,2413.43
B0-312,TRINCOMALEE DISTRICT,2200
B0-313,TRINCOMALEE DISTRICT,2500
B0-314,TRINCOMALEE DISTRICT,3191.99
B0-315,TRINCOMALEE DISTRICT,2288.57
B0-316,TRINCOMALEE DISTRICT,2288.57
B0-331,TRINCOMALEE DISTRICT,4542.37
B0-332,TRINCOMALEE DISTRICT,4542.37
B0-340,TRINCOMALEE DISTRICT,11758.8
B0-351,TRINCOMALEE DISTRICT,202.97
B0-351A,TRINCOMALEE DISTRICT,202.97
B0-352,TRINCOMALEE DISTRICT,167.58
B0-353,TRINCOMALEE DISTRICT,166.72
B0-354,TRINCOMALEE DISTRICT,173.68
B0-355,TRINCOMALEE DISTRICT,210.91
B0-355A,TRINCOMALEE DISTRICT,210.91
B0-355B,TRINCOMALEE DISTRICT,208.91
B0-355C,TRINCOMALEE DISTRICT,208.91
B0-356,TRINCOMALEE DISTRICT,384.28
B0-357,TRINCOMALEE DISTRICT,250.43
B0-358,TRINCOMALEE DISTRICT,275
B0-359,TRINCOMALEE DISTRICT,120
B0-361A,TRINCOMALEE DISTRICT,20626
B0-361B,TRINCOMALEE DISTRICT,10307
B0-362,TRINCOMALEE DISTRICT,16540
B0-362A,TRINCOMALEE DISTRICT,17802
B0-362B,TRINCOMALEE DISTRICT,8766
B0-365,TRINCOMALEE DISTRICT,23256
B0-365A,TRINCOMALEE DISTRICT,23417
B0-366,TRINCOMALEE DISTRICT,14890
B0-366A,TRINCOMALEE DISTRICT,15964
B0-380,TRINCOMALEE DISTRICT,39400
B0-381,TRINCOMALEE DISTRICT,40400
B0-382,TRINCOMALEE DISTRICT,41700
B0-383,TRINCOMALEE DISTRICT,42900
B0-384,TRINCOMALEE DISTRICT,45300
B0-385,TRINCOMALEE DISTRICT,46100
B0-386,TRINCOMALEE DISTRICT,180
B0-387,TRINCOMALEE DISTRICT,1680
B0-388,TRINCOMALEE DISTRICT,350
B0-391,TRINCOMALEE DISTRICT,281.7
B0-392,TRINCOMALEE DISTRICT,133.15
B0-393,TRINCOMALEE DISTRICT,100
B0-394,TRINCOMALEE DISTRICT,125
B0-395,TRINCOMALEE DISTRICT,2473
B0-396,TRINCOMALEE DISTRICT,2276.75
B0-397,TRINCOMALEE DISTRICT,490
B0-401,TRINCOMALEE DISTRICT,2501.6
B0-411,TRINCOMALEE DISTRICT,249.7
B0-411A,TRINCOMALEE DISTRICT,242.28
B0-431,TRINCOMALEE DISTRICT,499.2
B0-432,TRINCOMALEE DISTRICT,570
B0-433,TRINCOMALEE DISTRICT,2058
B0-434,TRINCOMALEE DISTRICT,4290.5
B0-435,TRINCOMALEE DISTRICT,5507.75
B0-441,TRINCOMALEE DISTRICT,153
B0-442,TRINCOMALEE DISTRICT,2438
B0-443,TRINCOMALEE DISTRICT,2438
B0-444,TRINCOMALEE DISTRICT,2438
B0-445,TRINCOMALEE DISTRICT,2438
B0-446,TRINCOMALEE DISTRICT,1219
B0-446A,TRINCOMALEE DISTRICT,2438
B0-447,TRINCOMALEE DISTRICT,1219
B0-447A,TRINCOMALEE DISTRICT,1219
B0-441B,TRINCOMALEE DISTRICT,153
B0-442B,TRINCOMALEE DISTRICT,1500
B0-443B,TRINCOMALEE DISTRICT,2000
B0-444B,TRINCOMALEE DISTRICT,2500
B0-445B,TRINCOMALEE DISTRICT,3000
B0-446B,TRINCOMALEE DISTRICT,4250
B0-447B,TRINCOMALEE DISTRICT,1219
B0-448,TRINCOMALEE DISTRICT,2275
B0-449,TRINCOMALEE DISTRICT,1150
B0-449A,TRINCOMALEE DISTRICT,637.5
B0-450,TRINCOMALEE DISTRICT,4675
B0-451,TRINCOMALEE DISTRICT,6125
B0-452,TRINCOMALEE DISTRICT,5900
B0-453,TRINCOMALEE DISTRICT,1025
B0-454,TRINCOMALEE DISTRICT,2250
B0-455,TRINCOMALEE DISTRICT,154
B0-456,TRINCOMALEE DISTRICT,3600
B0-457,TRINCOMALEE DISTRICT,8050
B0-458,TRINCOMALEE DISTRICT,12450
B0-459,TRINCOMALEE DISTRICT,5650
B0-460,TRINCOMALEE DISTRICT,68.5
B0-461,TRINCOMALEE DISTRICT,81.5
B0-501,TRINCOMALEE DISTRICT,2054.3
B0-502,TRINCOMALEE DISTRICT,830.9
B0-503,TRINCOMALEE DISTRICT,1087.75
B0-504,TRINCOMALEE DISTRICT,167.7
B0-505,TRINCOMALEE DISTRICT,77.2
B0-506,TRINCOMALEE DISTRICT,3722.9
B0-507,TRINCOMALEE DISTRICT,1161.8
B0-508,TRINCOMALEE DISTRICT,12
B0-531,TRINCOMALEE DISTRICT,173.68
B0-534,TRINCOMALEE DISTRICT,364.45
B0-537,TRINCOMALEE DISTRICT,28.95
B0-541,TRINCOMALEE DISTRICT,2602.45
B0-542,TRINCOMALEE DISTRICT,1753.45
B0-543,TRINCOMALEE DISTRICT,2394
B0-544,TRINCOMALEE DISTRICT,2394
B0-545,TRINCOMALEE DISTRICT,3532.99
B0-546,TRINCOMALEE DISTRICT,3057.29
B0-547,TRINCOMALEE DISTRICT,3454.86
B0-548,TRINCOMALEE DISTRICT,3005.21
B0-601,TRINCOMALEE DISTRICT,454
B0-602,TRINCOMALEE DISTRICT,163.33
B0-611,TRINCOMALEE DISTRICT,2388.94
B0-612,TRINCOMALEE DISTRICT,405
B0-613,TRINCOMALEE DISTRICT,400
B0-614,TRINCOMALEE DISTRICT,132
B0-615,TRINCOMALEE DISTRICT,392.6
B0-616,TRINCOMALEE DISTRICT,3441.76
B0-631,TRINCOMALEE DISTRICT,300
B0-632,TRINCOMALEE DISTRICT,55.1
B0-632A,TRINCOMALEE DISTRICT,71.8
B0-633,TRINCOMALEE DISTRICT,160.95
B0-634,TRINCOMALEE DISTRICT,75
B0-635,TRINCOMALEE DISTRICT,90.55
B0-636,TRINCOMALEE DISTRICT,250
B0-636B,TRINCOMALEE DISTRICT,400
B0-636C,TRINCOMALEE DISTRICT,4761.1
B0-636D,TRINCOMALEE DISTRICT,6851.95
B0-636E,TRINCOMALEE DISTRICT,7305
B0-637,TRINCOMALEE DISTRICT,400
B0-637A,TRINCOMALEE DISTRICT,480.7
B0-637B,TRINCOMALEE DISTRICT,400
B0-637C,TRINCOMALEE DISTRICT,600
B0-637D,TRINCOMALEE DISTRICT,250
B0-637E,TRINCOMALEE DISTRICT,400
B0-637F,TRINCOMALEE DISTRICT,600
B0-637G,TRINCOMALEE DISTRICT,1000
B0-638,TRINCOMALEE DISTRICT,2694.73
B0-639,TRINCOMALEE DISTRICT,922.5
B0-639A,TRINCOMALEE DISTRICT,922.5
B0-639B,TRINCOMALEE DISTRICT,922.5
B0-640,TRINCOMALEE DISTRICT,7096.55
B0-641,TRINCOMALEE DISTRICT,1581.7
B0-642,TRINCOMALEE DISTRICT,33894
B0-643,TRINCOMALEE DISTRICT,6906.95
B0-644,TRINCOMALEE DISTRICT,2560
B0-645,TRINCOMALEE DISTRICT,579.07
B0-646,TRINCOMALEE DISTRICT,3013.5
B0-647,TRINCOMALEE DISTRICT,35.9
B0-648,TRINCOMALEE DISTRICT,127.55
B0-649,TRINCOMALEE DISTRICT,150.06
B0-704,TRINCOMALEE DISTRICT,1100
B0-705,TRINCOMALEE DISTRICT,2750
B0-711,TRINCOMALEE DISTRICT,110
B0-712,TRINCOMALEE DISTRICT,220
B0-713,TRINCOMALEE DISTRICT,440
B0-714,TRINCOMALEE DISTRICT,770
B0-715,TRINCOMALEE DISTRICT,550
B0-716,TRINCOMALEE DISTRICT,82.5
B0-717,TRINCOMALEE DISTRICT,440
B0-718,TRINCOMALEE DISTRICT,550
B0-720,TRINCOMALEE DISTRICT,110
B0-723,TRINCOMALEE DISTRICT,220
B0-732,TRINCOMALEE DISTRICT,550
B0-741,TRINCOMALEE DISTRICT,220
B0-746,TRINCOMALEE DISTRICT,550
B0-751,TRINCOMALEE DISTRICT,330
B0-752,TRINCOMALEE DISTRICT,110
B0-761,TRINCOMALEE DISTRICT,1430
B0-762,TRINCOMALEE DISTRICT,2200
B0-781,TRINCOMALEE DISTRICT,55
B0-782,TRINCOMALEE DISTRICT,55
B0-784,TRINCOMALEE DISTRICT,27.5
B0-785,TRINCOMALEE DISTRICT,38.5
B0-786,TRINCOMALEE DISTRICT,110
B0-787,TRINCOMALEE DISTRICT,110
B0-788,TRINCOMALEE DISTRICT,27.5
B0-791,TRINCOMALEE DISTRICT,250
B0-792,TRINCOMALEE DISTRICT,93.75
B0-800,TRINCOMALEE DISTRICT,300
B0-801,TRINCOMALEE DISTRICT,300
B0-802,TRINCOMALEE DISTRICT,310
B0-803,TRINCOMALEE DISTRICT,4008
B0-804,TRINCOMALEE DISTRICT,32
B0-805,TRINCOMALEE DISTRICT,32
B0-806,TRINCOMALEE DISTRICT,32
B0-810,TRINCOMALEE DISTRICT,3.35
B0-811,TRINCOMALEE DISTRICT,4.26
B0-812,TRINCOMALEE DISTRICT,5.18
B0-813,TRINCOMALEE DISTRICT,6.09
B0-814,TRINCOMALEE DISTRICT,7.01
B0-814A,TRINCOMALEE DISTRICT,8.23
B0-815,TRINCOMALEE DISTRICT,9.75
B0-816,TRINCOMALEE DISTRICT,10.67
B0-817,TRINCOMALEE DISTRICT,12.19
B0-818,TRINCOMALEE DISTRICT,13.41
B0-819,TRINCOMALEE DISTRICT,16.15
B0-830,TRINCOMALEE DISTRICT,9.5
B0-831,TRINCOMALEE DISTRICT,11.5
B0-832,TRINCOMALEE DISTRICT,13.5
B0-833,TRINCOMALEE DISTRICT,14.5
B0-834,TRINCOMALEE DISTRICT,15.5
B0-835,TRINCOMALEE DISTRICT,16.5
B0-850,TRINCOMALEE DISTRICT,10384.4
B0-851,TRINCOMALEE DISTRICT,12773
B0-852,TRINCOMALEE DISTRICT,13692.55
B0-853,TRINCOMALEE DISTRICT,18179.75
B0-854,TRINCOMALEE DISTRICT,27576.05
B0-850A,TRINCOMALEE DISTRICT,11985.05
B0-851A,TRINCOMALEE DISTRICT,14998.2
B0-852A,TRINCOMALEE DISTRICT,15932.1
B0-853A,TRINCOMALEE DISTRICT,22448.9
B0-853A,TRINCOMALEE DISTRICT,31981.2
B0-860,TRINCOMALEE DISTRICT,302.5
B0-900,TRINCOMALEE DISTRICT,98496
B0-901,TRINCOMALEE DISTRICT,478800
B0-902,TRINCOMALEE DISTRICT,490140
B0-903,TRINCOMALEE DISTRICT,1235532
B0-904,TRINCOMALEE DISTRICT,1581021
B0-905,TRINCOMALEE DISTRICT,768285
B0-906,TRINCOMALEE DISTRICT,1044855
B0-907,TRINCOMALEE DISTRICT,1365000
B0-908,TRINCOMALEE DISTRICT,817656
B0-909,TRINCOMALEE DISTRICT,1627500
B0-910,TRINCOMALEE DISTRICT,698775
B0-911,TRINCOMALEE DISTRICT,867825
B0-912,TRINCOMALEE DISTRICT,3360
B0-913,TRINCOMALEE DISTRICT,5460
B0-914,TRINCOMALEE DISTRICT,420
B0-915,TRINCOMALEE DISTRICT,504
B0-916,TRINCOMALEE DISTRICT,8715
B0-917,TRINCOMALEE DISTRICT,139834
B0-918,TRINCOMALEE DISTRICT,142170
B0-919,TRINCOMALEE DISTRICT,262353
B0-920,TRINCOMALEE DISTRICT,37107
B0-921,TRINCOMALEE DISTRICT,176421
B0-922,TRINCOMALEE DISTRICT,176421
B0-923,TRINCOMALEE DISTRICT,92400
B0-924,TRINCOMALEE DISTRICT,22785
B0-925,TRINCOMALEE DISTRICT,1942193
B0-926,TRINCOMALEE DISTRICT,644490
B0-927,TRINCOMALEE DISTRICT,866250
B0-928,TRINCOMALEE DISTRICT,28253
B0-929,TRINCOMALEE DISTRICT,53772
B0-930,TRINCOMALEE DISTRICT,8828.8
B0-931,TRINCOMALEE DISTRICT,5338
B0-932,TRINCOMALEE DISTRICT,6119
B0-933,TRINCOMALEE DISTRICT,3645
B0-934,TRINCOMALEE DISTRICT,60803
B0-935,TRINCOMALEE DISTRICT,11978
B0-936,TRINCOMALEE DISTRICT,131250
B0-937,TRINCOMALEE DISTRICT,11652
B0-938,TRINCOMALEE DISTRICT,10350
B0-939,TRINCOMALEE DISTRICT,14700
B0-940,TRINCOMALEE DISTRICT,165354
B0-941,TRINCOMALEE DISTRICT,420000
B0-1001,TRINCOMALEE DISTRICT,6000
B0-1002,TRINCOMALEE DISTRICT,8083.33
B0-1003,TRINCOMALEE DISTRICT,4766.67
B0-1004,TRINCOMALEE DISTRICT,7183.33
B0-1005,TRINCOMALEE DISTRICT,10708.33
B0-1006,TRINCOMALEE DISTRICT,7250
B0-1008,TRINCOMALEE DISTRICT,17250
B0-1009,TRINCOMALEE DISTRICT,8975
B0-1010,TRINCOMALEE DISTRICT,10666.67
B0-1011,TRINCOMALEE DISTRICT,24975
B0-1012,TRINCOMALEE DISTRICT,12800
B0-1021,TRINCOMALEE DISTRICT,247.94
B0-1022,TRINCOMALEE DISTRICT,572.73
B0-1023,TRINCOMALEE DISTRICT,714.07
B0-1024,TRINCOMALEE DISTRICT,887.36
B0-1025,TRINCOMALEE DISTRICT,644.66
B0-1026,TRINCOMALEE DISTRICT,1115.74
B0-1027,TRINCOMALEE DISTRICT,1105.93
B0-1028,TRINCOMALEE DISTRICT,1477
B0-1029,TRINCOMALEE DISTRICT,1506.32
B0-1030,TRINCOMALEE DISTRICT,2302.87
B0-1041,TRINCOMALEE DISTRICT,1622.93
T1-001,TRINCOMALEE DISTRICT,620.15
T1-002,TRINCOMALEE DISTRICT,460.3
T1-003,TRINCOMALEE DISTRICT,493.15
T1-003A,TRINCOMALEE DISTRICT,76.7
T1-003B,TRINCOMALEE DISTRICT,51.5
"T1-003A, T1-003B: CODES CHANGED AS T1-003A AND T1-003B",TRINCOMALEE DISTRICT,166.9
T1-006,TRINCOMALEE DISTRICT,166.9
T1-007,TRINCOMALEE DISTRICT,55.65
T1-007A,TRINCOMALEE DISTRICT,54.45
T1-008 : CODE AMENDED AS T1-007A,TRINCOMALEE DISTRICT,37.2
T1-009,TRINCOMALEE DISTRICT,37.2
T1-010,TRINCOMALEE DISTRICT,70.35
T1-010A,TRINCOMALEE DISTRICT,15.7
T1-010B,TRINCOMALEE DISTRICT,10.9
T1-011 & T1-012 CODES CHANGED,TRINCOMALEE DISTRICT,38.5
T1-013,TRINCOMALEE DISTRICT,38.5
T1-014,TRINCOMALEE DISTRICT,16.5
T1-015,TRINCOMALEE DISTRICT,52.65
T1-015A,TRINCOMALEE DISTRICT,12.85
T1-015B,TRINCOMALEE DISTRICT,9.15
T1-016 & T1-017 CODES CHANGED,TRINCOMALEE DISTRICT,59.25
T1-018,TRINCOMALEE DISTRICT,59.25
T1-018A,TRINCOMALEE DISTRICT,14.45
T1-018B,TRINCOMALEE DISTRICT,10.3
T1-019 & T1-020 : CODES CHANGED,TRINCOMALEE DISTRICT,79
T1-021,TRINCOMALEE DISTRICT,79
T1-021A,TRINCOMALEE DISTRICT,19.25
T1-021B,TRINCOMALEE DISTRICT,13.7
T1-022 & T1-023: CODES CHANGED,TRINCOMALEE DISTRICT,118.5
T1-024,TRINCOMALEE DISTRICT,118.5
T1-024A,TRINCOMALEE DISTRICT,28.9
T1-024B,TRINCOMALEE DISTRICT,20.55
T1-025 & T1-026: CODES CHANGED,TRINCOMALEE DISTRICT,158
T1-027,TRINCOMALEE DISTRICT,158
T1-027A,TRINCOMALEE DISTRICT,38.55
T1-027B,TRINCOMALEE DISTRICT,27.4
T1-028 & T1-029: CODES CHANGED,TRINCOMALEE DISTRICT,237
T1-030,TRINCOMALEE DISTRICT,237
T1-030A,TRINCOMALEE DISTRICT,57.8
T1-030B,TRINCOMALEE DISTRICT,41.1
T1-031 & T1-032: CODES CHANGED,TRINCOMALEE DISTRICT,523.65
T1-033,TRINCOMALEE DISTRICT,523.65
T1-033A,TRINCOMALEE DISTRICT,165.2
T1-033B,TRINCOMALEE DISTRICT,119.15
T1-034 & T1-035: CODES CHANGED,TRINCOMALEE DISTRICT,118.8
T1-036,TRINCOMALEE DISTRICT,118.8
T1-037,TRINCOMALEE DISTRICT,138.6
T1-038,TRINCOMALEE DISTRICT,275
T1-039,TRINCOMALEE DISTRICT,457.6
T1-040,TRINCOMALEE DISTRICT,596.2
T1-041,TRINCOMALEE DISTRICT,1100
T1-042,TRINCOMALEE DISTRICT,2200
T1-043,TRINCOMALEE DISTRICT,4.25
T1-044,TRINCOMALEE DISTRICT,6.25
T1-045,TRINCOMALEE DISTRICT,9.4
T1-046,TRINCOMALEE DISTRICT,11.65
T1-047,TRINCOMALEE DISTRICT,5.9
T1-048,TRINCOMALEE DISTRICT,6.8
T1-049,TRINCOMALEE DISTRICT,3
E1-001,TRINCOMALEE DISTRICT,832.15
E1-002,TRINCOMALEE DISTRICT,1031.35
E1-003,TRINCOMALEE DISTRICT,1230.55
E1-004,TRINCOMALEE DISTRICT,1107.5
E1-005,TRINCOMALEE DISTRICT,1629
E1-006,TRINCOMALEE DISTRICT,1384.65
E1-007,TRINCOMALEE DISTRICT,2425.8
E1-008,TRINCOMALEE DISTRICT,2061.95
E1-009,TRINCOMALEE DISTRICT,1761.8
E1-010,TRINCOMALEE DISTRICT,2625
